Equipment_ID,Equipment_Name,Category,Status,Current_Site,Site_Lat,Site_Long,Initial_Cost (₹),Maintenance_Cost/day (₹),Rent_Cost/day (₹),Start_Date,End_Date,Days_Active,Maintenance_Status
EQ0232,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,971,250,8/3/2025,-,21,Available
EQ0233,Concrete Mixer,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,150000,1456,1500,9/20/2025,-,15,Available
EQ0234,Loader,Transportation,In Maintenance,-,-,-,1500000,781,5000,8/17/2025,-,15,Under Repair
EQ0235,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,706,1500,9/8/2025,-,5,Under Repair
EQ0236,Safety Net,Safety,Inventory,-,-,-,20000,333,250,2/24/2025,3/8/2025,12,Available
EQ0237,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,1679,9500,3/17/2025,-,16,Available
EQ0238,Safety Jacket,Safety,Inventory,-,-,-,6000,808,120,5/1/2025,5/5/2025,4,Available
EQ0239,Safety Helmet Set,Safety,On Rent,-,-,-,8000,1298,150,9/21/2025,-,21,Available
EQ0240,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,1562,150,4/21/2025,-,16,Available
EQ0241,Bulldozer,Transportation,On Rent,-,-,-,3500000,1512,8000,7/17/2025,-,19,Available
EQ0242,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,728,250,1/24/2025,-,12,Available
EQ0243,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,820,1500,7/13/2025,-,10,Under Repair
EQ0244,Safety Helmet Set,Safety,On Rent,-,-,-,8000,894,150,9/8/2025,-,7,Available
EQ0245,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1574,8000,3/4/2025,-,10,Under Repair
EQ0246,Safety Jacket,Safety,On Rent,Saraidhela Bridge,23.795,86.425,6000,1064,120,4/5/2025,-,30,Available
EQ0247,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,1173,1800,7/3/2025,-,21,Available
EQ0248,Safety Helmet Set,Safety,On Rent,-,-,-,8000,924,150,7/12/2025,-,22,Available
EQ0249,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,588,300,8/12/2025,-,6,Available
EQ0250,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1104,1500,2/10/2025,2/24/2025,14,Available
EQ0251,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,884,6500,5/12/2025,-,17,Available
EQ0252,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,1178,300,10/10/2025,-,23,Available
EQ0253,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,393,8000,4/1/2025,-,7,Under Repair
EQ0254,Harness Set,Safety,In Maintenance,-,-,-,15000,146,300,10/6/2025,-,3,Under Repair
EQ0255,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,1376,8000,4/16/2025,-,7,Available
EQ0256,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,924,8000,5/16/2025,-,16,Available
EQ0257,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1607,8000,4/7/2025,-,5,Available
EQ0258,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,700,300,3/7/2025,-,15,Available
EQ0259,Dump Truck,Transportation,Inventory,-,-,-,4500000,1932,9500,1/27/2025,1/30/2025,3,Available
EQ0260,Gloves Pack,Safety,On Rent,Govindpur Road Project,23.78,86.5,5000,1074,100,9/17/2025,-,8,Available
EQ0261,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,895,1200,9/10/2025,9/17/2025,7,Available
EQ0262,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,753,1800,10/11/2025,-,2,Under Repair
EQ0263,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,645,150,6/9/2025,-,7,Under Repair
EQ0264,Safety Net,Safety,Inventory,-,-,-,20000,1902,250,10/6/2025,10/10/2025,4,Available
EQ0265,Road Roller,Transportation,Inventory,-,-,-,3000000,1025,7000,2/5/2025,2/14/2025,9,Available
EQ0266,Crane,Transportation,Inventory,-,-,-,2000000,1241,6500,6/13/2025,6/21/2025,8,Available
EQ0267,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,175,9500,11/16/2025,-,29,Available
EQ0268,Compressor,Technical Equipment,Inventory,-,-,-,600000,1396,1800,11/25/2025,12/1/2025,6,Available
EQ0269,Welding Generator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,400000,1061,1200,3/17/2025,-,21,Available
EQ0270,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,461,1200,10/24/2025,-,12,Available
EQ0271,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1393,120,2/16/2025,-,4,Under Repair
EQ0272,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1230,8000,10/20/2025,-,15,Under Repair
EQ0273,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,2078,250,1/14/2025,-,19,Available
EQ0274,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,477,1200,4/12/2025,-,13,Under Repair
EQ0275,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,742,120,7/19/2025,-,28,Available
EQ0276,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,318,1800,6/7/2025,-,11,Available
EQ0277,Welding Generator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,400000,464,1200,9/27/2025,-,21,Available
EQ0278,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,985,1500,3/29/2025,-,24,Available
EQ0279,Hydraulic Breaker,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,1200000,459,5000,1/21/2025,-,28,Available
EQ0280,Loader,Transportation,Inventory,-,-,-,1500000,1321,5000,9/21/2025,10/2/2025,11,Available
EQ0281,Safety Net,Safety,On Rent,Kusunda Overpass,23.74,86.42,20000,1127,250,3/21/2025,-,23,Available
EQ0282,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,518,8000,1/30/2025,-,2,Under Repair
EQ0283,Safety Net,Safety,Inventory,-,-,-,20000,1697,250,8/7/2025,8/18/2025,11,Available
EQ0284,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1835,120,5/8/2025,-,12,Under Repair
EQ0285,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,199,7000,2/16/2025,-,21,Available
EQ0286,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,397,5000,1/17/2025,1/30/2025,13,Available
EQ0287,Gloves Pack,Safety,On Rent,Saraidhela Bridge,23.795,86.425,5000,2131,100,1/13/2025,-,13,Available
EQ0288,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,1821,1800,6/15/2025,-,14,Under Repair
EQ0289,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,217,8000,2/9/2025,-,25,Available
EQ0290,Safety Jacket,Safety,On Rent,Barwadda Expansion,23.835,86.455,6000,1123,120,6/15/2025,-,10,Available
EQ0291,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,1799,5000,1/12/2025,-,11,Available
EQ0292,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1912,1500,6/27/2025,7/10/2025,13,Available
EQ0293,Safety Net,Safety,In Maintenance,-,-,-,20000,358,250,6/4/2025,-,15,Under Repair
EQ0294,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,1038,9500,1/15/2025,-,3,Under Repair
EQ0295,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,721,5000,11/2/2025,-,11,Available
EQ0296,Crane,Transportation,On Rent,-,-,-,2000000,826,6500,4/19/2025,-,16,Available
EQ0297,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,774,9500,9/20/2025,-,10,Under Repair
EQ0298,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,495,250,4/2/2025,-,16,Available
EQ0299,Loader,Transportation,In Maintenance,-,-,-,1500000,1711,5000,5/21/2025,-,6,Under Repair
EQ0300,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,122,1200,7/29/2025,8/7/2025,9,Available
EQ0301,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,1166,300,11/26/2025,-,18,Available
EQ0302,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,222,1500,4/21/2025,5/1/2025,10,Available
EQ0303,Bulldozer,Transportation,Inventory,-,-,-,3500000,633,8000,8/21/2025,9/4/2025,14,Available
EQ0304,Gloves Pack,Safety,On Rent,Kusunda Overpass,23.74,86.42,5000,1695,100,2/18/2025,-,19,Available
EQ0305,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,95,150,9/24/2025,-,6,Available
EQ0306,Compressor,Technical Equipment,Inventory,-,-,-,600000,480,1800,8/29/2025,9/3/2025,5,Available
EQ0307,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,896,5000,3/8/2025,3/21/2025,13,Available
EQ0308,Gloves Pack,Safety,On Rent,Kusunda Overpass,23.74,86.42,5000,969,100,2/7/2025,-,18,Available
EQ0309,Welding Generator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,400000,1911,1200,2/9/2025,-,24,Available
EQ0310,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,212,5000,1/26/2025,-,29,Available
EQ0311,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,606,1500,3/4/2025,-,8,Available
EQ0312,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,468,120,8/13/2025,-,12,Available
EQ0313,Crane,Transportation,On Rent,-,-,-,2000000,1090,6500,5/9/2025,-,19,Available
EQ0314,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1674,8000,10/20/2025,-,10,Under Repair
EQ0315,Excavator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,2500000,2012,8000,2/19/2025,-,19,Available
EQ0316,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,205,120,8/4/2025,-,15,Available
EQ0317,Road Roller,Transportation,Inventory,-,-,-,3000000,215,7000,3/27/2025,3/29/2025,2,Available
EQ0318,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,837,1500,11/18/2025,-,9,Available
EQ0319,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,1280,5000,3/12/2025,-,24,Available
EQ0320,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,1755,100,10/28/2025,-,17,Available
EQ0321,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,1680,9500,5/16/2025,-,5,Under Repair
EQ0322,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,916,1200,9/26/2025,-,7,Available
EQ0323,Compressor,Technical Equipment,Inventory,-,-,-,600000,1631,1800,5/18/2025,6/1/2025,14,Available
EQ0324,Bulldozer,Transportation,On Rent,-,-,-,3500000,971,8000,1/7/2025,-,13,Available
EQ0325,Gloves Pack,Safety,In Maintenance,-,-,-,5000,1463,100,5/17/2025,-,5,Under Repair
EQ0326,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,503,8000,10/5/2025,-,2,Under Repair
EQ0327,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1211,1500,3/22/2025,4/2/2025,11,Available
EQ0328,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,514,8000,1/30/2025,-,20,Available
EQ0329,Safety Helmet Set,Safety,Inventory,-,-,-,8000,542,150,7/13/2025,7/20/2025,7,Available
EQ0330,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1023,7000,10/21/2025,-,11,Under Repair
EQ0331,Road Roller,Transportation,Inventory,-,-,-,3000000,1736,7000,3/20/2025,4/2/2025,13,Available
EQ0332,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,1721,250,6/8/2025,-,22,Available
EQ0333,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,1533,1500,1/27/2025,-,12,Available
EQ0334,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1640,7000,10/18/2025,-,3,Under Repair
EQ0335,Compressor,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,600000,1106,1800,9/15/2025,-,8,Available
EQ0336,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,889,9500,6/24/2025,-,22,Available
EQ0337,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,1666,5000,11/26/2025,-,20,Available
EQ0338,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1527,1500,3/27/2025,4/1/2025,5,Available
EQ0339,Harness Set,Safety,In Maintenance,-,-,-,15000,1330,300,8/21/2025,-,15,Under Repair
EQ0340,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1531,8000,6/13/2025,6/18/2025,5,Available
EQ0341,Compressor,Technical Equipment,Inventory,-,-,-,600000,580,1800,4/17/2025,4/19/2025,2,Available
EQ0342,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,874,1500,2/2/2025,2/6/2025,4,Available
EQ0343,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,289,5000,11/9/2025,-,23,Available
EQ0344,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,453,1500,9/2/2025,-,25,Available
EQ0345,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,861,1200,9/14/2025,9/28/2025,14,Available
EQ0346,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,2000,1200,4/19/2025,-,7,Available
EQ0347,Loader,Transportation,In Maintenance,-,-,-,1500000,1753,5000,12/1/2025,-,8,Under Repair
EQ0348,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,1001,150,9/12/2025,-,26,Available
EQ0349,Excavator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,2500000,629,8000,3/11/2025,-,16,Available
EQ0350,Safety Jacket,Safety,Inventory,-,-,-,6000,678,120,8/19/2025,8/27/2025,8,Available
EQ0351,Bulldozer,Transportation,On Rent,Katras Tunnel,23.81,86.44,3500000,1711,8000,2/24/2025,-,21,Available
EQ0352,Safety Helmet Set,Safety,On Rent,-,-,-,8000,267,150,2/22/2025,-,21,Available
EQ0353,Gloves Pack,Safety,On Rent,-,-,-,5000,130,100,6/23/2025,-,24,Available
EQ0354,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,505,1200,1/28/2025,2/10/2025,13,Available
EQ0355,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,1009,150,5/14/2025,-,17,Available
EQ0356,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,930,5000,11/20/2025,-,26,Available
EQ0357,Bulldozer,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3500000,499,8000,10/16/2025,-,28,Available
EQ0358,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,1159,8000,5/3/2025,-,7,Available
EQ0359,Harness Set,Safety,In Maintenance,-,-,-,15000,1808,300,5/17/2025,-,2,Under Repair
EQ0360,Welding Generator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,400000,1068,1200,3/9/2025,-,13,Available
EQ0361,Safety Net,Safety,On Rent,Kusunda Overpass,23.74,86.42,20000,206,250,11/19/2025,-,10,Available
EQ0362,Crane,Transportation,In Maintenance,-,-,-,2000000,234,6500,6/3/2025,-,8,Under Repair
EQ0363,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,695,8000,1/14/2025,-,30,Available
EQ0364,Harness Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,15000,257,300,1/5/2025,-,14,Available
EQ0365,Dump Truck,Transportation,On Rent,-,-,-,4500000,345,9500,1/16/2025,-,27,Available
EQ0366,Compressor,Technical Equipment,Inventory,-,-,-,600000,457,1800,11/10/2025,11/15/2025,5,Available
EQ0367,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,389,1200,4/22/2025,4/24/2025,2,Available
EQ0368,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,506,1500,10/15/2025,-,10,Available
EQ0369,Road Roller,Transportation,Inventory,-,-,-,3000000,1050,7000,3/28/2025,4/5/2025,8,Available
EQ0370,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1001,120,7/1/2025,-,12,Under Repair
EQ0371,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,1198,1800,11/6/2025,-,7,Under Repair
EQ0372,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,1549,120,10/17/2025,-,5,Available
EQ0373,Safety Net,Safety,On Rent,-,-,-,20000,282,250,2/12/2025,-,26,Available
EQ0374,Road Roller,Transportation,Inventory,-,-,-,3000000,352,7000,10/7/2025,10/9/2025,2,Available
EQ0375,Bulldozer,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3500000,1141,8000,10/19/2025,-,22,Available
EQ0376,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,1646,250,2/20/2025,-,9,Available
EQ0377,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1001,150,5/12/2025,5/22/2025,10,Available
EQ0378,Welding Generator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,400000,552,1200,9/4/2025,-,6,Available
EQ0379,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,1923,1800,6/28/2025,-,9,Under Repair
EQ0380,Safety Jacket,Safety,On Rent,Saraidhela Bridge,23.795,86.425,6000,1306,120,2/4/2025,-,14,Available
EQ0381,Harness Set,Safety,Inventory,-,-,-,15000,534,300,5/25/2025,6/9/2025,15,Available
EQ0382,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,610,9500,7/21/2025,-,7,Under Repair
EQ0383,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,1260,150,5/18/2025,-,29,Available
EQ0384,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1575,7000,8/9/2025,-,14,Under Repair
EQ0385,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1578,8000,1/13/2025,-,27,Available
EQ0386,Dump Truck,Transportation,On Rent,-,-,-,4500000,1193,9500,10/13/2025,-,9,Available
EQ0387,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,1079,1500,5/25/2025,-,23,Available
EQ0388,Dump Truck,Transportation,Inventory,-,-,-,4500000,1850,9500,7/26/2025,7/29/2025,3,Available
EQ0389,Safety Jacket,Safety,On Rent,Barwadda Expansion,23.835,86.455,6000,381,120,2/20/2025,-,23,Available
EQ0390,Concrete Mixer,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,150000,404,1500,11/27/2025,-,30,Available
EQ0391,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,1479,5000,2/13/2025,-,9,Available
EQ0392,Compressor,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,600000,128,1800,5/15/2025,-,9,Available
EQ0393,Dump Truck,Transportation,Inventory,-,-,-,4500000,1780,9500,4/8/2025,4/13/2025,5,Available
EQ0394,Gloves Pack,Safety,On Rent,Saraidhela Bridge,23.795,86.425,5000,758,100,1/17/2025,-,25,Available
EQ0395,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,1408,6500,8/5/2025,-,16,Available
EQ0396,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,249,150,3/6/2025,-,6,Available
EQ0397,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1721,120,3/13/2025,-,12,Under Repair
EQ0398,Dump Truck,Transportation,Inventory,-,-,-,4500000,640,9500,4/14/2025,4/22/2025,8,Available
EQ0399,Excavator,Technical Equipment,Inventory,-,-,-,2500000,933,8000,8/6/2025,8/9/2025,3,Available
EQ0400,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1059,1200,1/15/2025,1/23/2025,8,Available
EQ0401,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,1631,6500,9/2/2025,-,6,Available
EQ0402,Loader,Transportation,On Rent,-,-,-,1500000,1493,5000,7/3/2025,-,18,Available
EQ0403,Road Roller,Transportation,On Rent,Katras Tunnel,23.81,86.44,3000000,1530,7000,5/17/2025,-,26,Available
EQ0404,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1476,8000,9/8/2025,-,9,Under Repair
EQ0405,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1440,8000,1/12/2025,-,7,Available
EQ0406,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,891,300,1/2/2025,-,27,Available
EQ0407,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,2000,120,9/7/2025,-,6,Available
EQ0408,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,1717,1500,7/6/2025,-,17,Available
EQ0409,Safety Jacket,Safety,On Rent,Saraidhela Bridge,23.795,86.425,6000,643,120,8/5/2025,-,5,Available
EQ0410,Safety Jacket,Safety,In Maintenance,-,-,-,6000,228,120,4/30/2025,-,13,Under Repair
EQ0411,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,321,1800,7/28/2025,-,22,Available
EQ0412,Excavator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,2500000,585,8000,3/21/2025,-,16,Available
EQ0413,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,1726,7000,6/20/2025,-,24,Available
EQ0414,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,1318,5000,5/28/2025,-,17,Available
EQ0415,Safety Jacket,Safety,Inventory,-,-,-,6000,1443,120,3/4/2025,3/16/2025,12,Available
EQ0416,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1681,8000,3/9/2025,-,7,Available
EQ0417,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,695,300,2/16/2025,-,25,Available
EQ0418,Gloves Pack,Safety,Inventory,-,-,-,5000,1554,100,4/17/2025,4/19/2025,2,Available
EQ0419,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,1394,7000,2/21/2025,-,21,Available
EQ0420,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,863,120,5/11/2025,-,15,Available
EQ0421,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,1968,1800,6/8/2025,-,23,Available
EQ0422,Bulldozer,Transportation,On Rent,-,-,-,3500000,329,8000,9/30/2025,-,23,Available
EQ0423,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,715,5000,2/7/2025,2/10/2025,3,Available
EQ0424,Safety Jacket,Safety,On Rent,Kusunda Overpass,23.74,86.42,6000,1727,120,4/16/2025,-,10,Available
EQ0425,Compressor,Technical Equipment,On Rent,-,-,-,600000,255,1800,1/26/2025,-,7,Available
EQ0426,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,962,8000,11/7/2025,-,23,Available
EQ0427,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,155,1800,5/28/2025,-,10,Available
EQ0428,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,1000,7000,7/8/2025,-,14,Available
EQ0429,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1336,7000,1/3/2025,-,15,Under Repair
EQ0430,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,1586,9500,9/14/2025,-,3,Under Repair
EQ0431,Compressor,Technical Equipment,Inventory,-,-,-,600000,1035,1800,1/21/2025,1/30/2025,9,Available
EQ0432,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1142,1500,5/17/2025,5/25/2025,8,Available
EQ0433,Gloves Pack,Safety,On Rent,-,-,-,5000,1037,100,5/21/2025,-,17,Available
